      Lon      Lat    Year   Stand   Patch     dep     fix    fert   input    min    imm netmin  Total
   -71.25   -32.75    1970     140       0    0.49    1.35    0.00    1.84 193.82 123.55  70.27  72.11
   -71.25   -32.75    1970     140       1    0.49    2.85    0.00    3.34 126.45  80.41  46.05  49.39
   -71.25   -32.75    1970     140       2    0.49    1.87    0.00    2.37 145.87  93.67  52.20  54.56
   -71.25   -32.75    1970     140       3    0.49    1.36    0.00    1.85 217.63 220.28  -2.65  -0.80
   -71.25   -32.75    1970     140       4    0.49    1.16    0.00    1.66 163.78 107.50  56.28  57.94
   -71.25   -32.75    1970     160       0    0.49    0.05    0.00    0.54 201.02 216.53 -15.51 -14.97
   -71.25   -32.75    1970     160       1    0.49    1.71    0.00    2.20 152.39 105.53  46.85  49.05
   -71.25   -32.75    1970     160       2    0.49    0.96    0.00    1.46 178.77 114.16  64.61  66.06
   -71.25   -32.75    1970     160       3    0.49    2.16    0.00    2.65 148.63 101.86  46.77  49.41
   -71.25   -32.75    1970     160       4    0.49    2.95    0.00    3.44 132.65  90.70  41.95  45.40
   -71.25   -32.75    1971       0       0    0.49    1.88    0.00    2.37 161.97 106.72  55.25  57.62
   -71.25   -32.75    1971       0       1    0.49    0.85    0.00    1.35 158.68 112.45  46.23  47.58
   -71.25   -32.75    1971       0       2    0.49    0.76    0.00    1.25 194.91 125.55  69.35  70.61
   -71.25   -32.75    1971       0       3    0.49    0.96    0.00    1.45 177.78 126.72  51.07  52.52
   -71.25   -32.75    1971       0       4    0.49    1.30    0.00    1.79 166.39 113.71  52.69  54.48
   -71.25   -32.75    1971     110       0    0.49    2.57    0.00    3.07 126.52  72.23  54.29  57.36
   -71.25   -32.75    1971     110       1    0.49    3.55    0.00    4.04 127.39  76.34  51.05  55.09
   -71.25   -32.75    1971     110       2    0.49    1.20    0.00    1.70 190.91 131.10  59.81  61.51
   -71.25   -32.75    1971     110       3    0.49    1.00    0.00    1.49 168.62 104.81  63.81  65.30
   -71.25   -32.75    1971     110       4    0.49    3.50    0.00    3.99 146.53  90.70  55.82  59.82
   -71.25   -32.75    1971     131       0    0.49    2.04    0.00    2.54 192.59 131.50  61.09  63.63
   -71.25   -32.75    1971     131       1    0.49    1.06    0.00    1.56 228.28 159.73  68.55  70.10
   -71.25   -32.75    1971     131       2    0.49    2.16    0.00    2.65 157.63 100.06  57.57  60.22
   -71.25   -32.75    1971     131       3    0.49    3.89    0.00    4.39 166.74 112.44  54.30  58.69
   -71.25   -32.75    1971     131       4    0.49    1.04    0.00    1.54 173.48 104.19  69.28  70.82
   -71.25   -32.75    1971     132       0    0.49    1.98    0.00    2.47 184.12 119.01  65.11  67.58
   -71.25   -32.75    1971     132       1    0.49    3.22    0.00    3.72  99.75  54.14  45.61  49.33
   -71.25   -32.75    1971     132       2    0.49    1.00    0.00    1.49 131.71 108.87  22.84  24.33
   -71.25   -32.75    1971     132       3    0.49    3.62    0.00    4.11 139.71  98.76  40.95  45.06
   -71.25   -32.75    1971     132       4    0.49    1.25    0.00    1.74 202.53 132.76  69.76  71.51
   -71.25   -32.75    1971     133       0    0.49    1.22    0.00    1.71 180.94 124.42  56.52  58.23
   -71.25   -32.75    1971     133       1    0.49    2.69    0.00    3.19 139.67  81.02  58.65  61.84
   -71.25   -32.75    1971     133       2    0.49    2.44    0.00    2.93 205.84 116.71  89.13  92.07
   -71.25   -32.75    1971     133       3    0.49    4.08    0.00    4.58 199.71 123.44  76.26  80.84
   -71.25   -32.75    1971     133       4    0.49    1.38    0.00    1.87 218.88 149.38  69.50  71.37
   -71.25   -32.75    1971     134       0    0.49    4.08    0.00    4.57 170.47 108.62  61.85  66.42
   -71.25   -32.75    1971     134       1    0.49    1.08    0.00    1.57 214.23 138.89  75.34  76.91
   -71.25   -32.75    1971     134       2    0.49    3.53    0.00    4.02 131.06  75.65  55.41  59.43
   -71.25   -32.75    1971     134       3    0.49    0.88    0.00    1.38 190.29 131.10  59.19  60.56
   -71.25   -32.75    1971     134       4    0.49    4.10    0.00    4.60 155.39 102.32  53.07  57.67
   -71.25   -32.75    1971     140       0    0.49    1.12    0.00    1.62 203.28 130.54  72.75  74.36
   -71.25   -32.75    1971     140       1    0.49    3.52    0.00    4.02 133.75  83.01  50.75  54.76
   -71.25   -32.75    1971     140       2    0.49    2.05    0.00    2.54 153.43  93.70  59.72  62.27
   -71.25   -32.75    1971     140       3    0.49    1.00    0.00    1.49 213.93 115.69  98.24  99.73
   -71.25   -32.75    1971     140       4    0.49    1.20    0.00    1.69 177.73 124.85  52.87  54.57
   -71.25   -32.75    1971     160       0    0.49    1.25    0.00    1.74 165.06  49.84 115.22 116.96
   -71.25   -32.75    1971     160       1    0.49    1.38    0.00    1.87 202.15 167.52  34.63  36.50
   -71.25   -32.75    1971     160       2    0.49    0.86    0.00    1.35 176.87 119.13  57.74  59.09
   -71.25   -32.75    1971     160       3    0.49    2.37    0.00    2.87 151.98 101.30  50.68  53.54
   -71.25   -32.75    1971     160       4    0.49    3.49    0.00    3.98 133.27  78.10  55.17  59.15
   -71.25   -32.75    1972       0       0    0.50    2.27    0.00    2.77 151.22  99.75  51.48  54.25
   -71.25   -32.75    1972       0       1    0.50    1.24    0.00    1.73 162.21 110.64  51.57  53.30
   -71.25   -32.75    1972       0       2    0.50    0.71    0.00    1.21 197.31 160.06  37.25  38.45
   -71.25   -32.75    1972       0       3    0.50    1.32    0.00    1.81 174.28 122.37  51.90  53.72
   -71.25   -32.75    1972       0       4    0.50    1.84    0.00    2.34 158.09 106.58  51.51  53.85
   -71.25   -32.75    1972     110       0    0.50    3.25    0.00    3.74 124.28  68.18  56.10  59.84
   -71.25   -32.75    1972     110       1    0.50    3.53    0.00    4.03 141.18  94.53  46.65  50.68
   -71.25   -32.75    1972     110       2    0.50    1.51    0.00    2.01 195.29 129.28  66.02  68.02
   -71.25   -32.75    1972     110       3    0.50    1.50    0.00    2.00 166.28 110.33  55.95  57.95
   -71.25   -32.75    1972     110       4    0.50    3.56    0.00    4.06 139.32  79.17  60.15  64.21
   -71.25   -32.75    1972     131       0    0.50    2.19    0.00    2.68 180.97 107.43  73.54  76.22
   -71.25   -32.75    1972     131       1    0.50    1.31    0.00    1.81 226.91 159.30  67.61  69.42
   -71.25   -32.75    1972     131       2    0.50    2.51    0.00    3.00 157.86  97.01  60.86  63.86
   -71.25   -32.75    1972     131       3    0.50    3.63    0.00    4.13 165.37 114.81  50.57  54.69
   -71.25   -32.75    1972     131       4    0.50    1.49    0.00    1.99 170.06 110.43  59.63  61.62
   -71.25   -32.75    1972     132       0    0.50    2.13    0.00    2.62 187.80 129.89  57.91  60.54
   -71.25   -32.75    1972     132       1    0.50    3.27    0.00    3.77  96.43  53.17  43.26  47.03
   -71.25   -32.75    1972     132       2    0.50    1.50    0.00    1.99 152.37 113.60  38.77  40.76
   -71.25   -32.75    1972     132       3    0.50    3.80    0.00    4.29 131.88  84.47  47.41  51.71
   -71.25   -32.75    1972     132       4    0.50    1.56    0.00    2.05 197.04 133.14  63.90  65.95
   -71.25   -32.75    1972     133       0    0.50    1.59    0.00    2.08 179.47 120.72  58.75  60.84
   -71.25   -32.75    1972     133       1    0.50    3.17    0.00    3.67 135.57  72.64  62.93  66.60
   -71.25   -32.75    1972     133       2    0.50    3.28    0.00    3.77 140.99  81.42  59.57  63.34
   -71.25   -32.75    1972     133       3    0.50    4.12    0.00    4.61 185.03 111.10  73.93  78.54
   -71.25   -32.75    1972     133       4    0.50    1.45    0.00    1.95 227.24 157.74  69.51  71.45
   -71.25   -32.75    1972     134       0    0.50    4.06    0.00    4.56 167.20 103.96  63.25  67.81
   -71.25   -32.75    1972     134       1    0.50    1.49    0.00    1.98 199.56 131.99  67.57  69.56
   -71.25   -32.75    1972     134       2    0.50    3.61    0.00    4.11 133.59  77.19  56.41  60.51
   -71.25   -32.75    1972     134       3    0.50    1.28    0.00    1.77 179.08 125.01  54.07  55.85
   -71.25   -32.75    1972     134       4    0.50    4.01    0.00    4.51 159.11 107.44  51.67  56.18
   -71.25   -32.75    1972     140       0    0.50    1.41    0.00    1.91 202.83 132.98  69.85  71.76
   -71.25   -32.75    1972     140       1    0.50    3.56    0.00    4.05 142.42 100.69  41.72  45.78
   -71.25   -32.75    1972     140       2    0.50    2.34    0.00    2.83 150.69  89.88  60.81  63.64
   -71.25   -32.75    1972     140       3    0.50    1.23    0.00    1.73 165.18 116.22  48.97  50.69
   -71.25   -32.75    1972     140       4    0.50    1.47    0.00    1.96 187.54 131.45  56.10  58.06
   -71.25   -32.75    1972     160       0    0.50    3.61    0.00    4.10 132.52  21.11 111.42 115.52
   -71.25   -32.75    1972     160       1    0.50    1.93    0.00    2.42 172.94  88.99  83.95  86.37
   -71.25   -32.75    1972     160       2    0.50    1.15    0.00    1.64 176.40 122.42  53.98  55.62
   -71.25   -32.75    1972     160       3    0.50    2.80    0.00    3.29 146.69  99.21  47.49  50.78
   -71.25   -32.75    1972     160       4    0.50    3.60    0.00    4.09 132.77  92.27  40.50  44.60
   -71.25   -32.75    1973       0       0    0.50    1.28    0.00    1.78 154.53 110.09  44.44  46.22
   -71.25   -32.75    1973       0       1    0.50    0.18    0.00    0.68 231.35 264.36 -33.01 -32.33
   -71.25   -32.75    1973       0       2    0.50    1.04    0.00    1.53 186.70  93.40  93.30  94.83
   -71.25   -32.75    1973       0       3    0.50    1.33    0.00    1.82 179.65 125.69  53.96  55.78
   -71.25   -32.75    1973       0       4    0.50    2.01    0.00    2.51 155.42 103.86  51.56  54.06
   -71.25   -32.75    1973     110       0    0.50    3.28    0.00    3.78 137.81  86.66  51.15  54.93
   -71.25   -32.75    1973     110       1    0.50    3.58    0.00    4.08 140.41  77.90  62.51  66.59
   -71.25   -32.75    1973     110       2    0.50    1.54    0.00    2.03 205.43 138.58  66.85  68.88
   -71.25   -32.75    1973     110       3    0.50    1.67    0.00    2.16 178.28 120.39  57.90  60.06
   -71.25   -32.75    1973     110       4    0.50    3.41    0.00    3.91 136.82  80.41  56.41  60.32
   -71.25   -32.75    1973     131       0    0.50    2.68    0.00    3.18 161.27  95.64  65.63  68.80
   -71.25   -32.75    1973     131       1    0.50    1.34    0.00    1.83 228.39 156.48  71.91  73.75
   -71.25   -32.75    1973     131       2    0.50    2.83    0.00    3.33 159.76  94.99  64.78  68.10
   -71.25   -32.75    1973     131       3    0.50    3.71    0.00    4.20 161.48 103.94  57.54  61.74
   -71.25   -32.75    1973     131       4    0.50    1.66    0.00    2.15 176.85 113.16  63.69  65.85
   -71.25   -32.75    1973     132       0    0.50    1.90    0.00    2.39 215.85 168.93  46.93  49.32
   -71.25   -32.75    1973     132       1    0.50    3.12    0.00    3.62  99.56  55.50  44.06  47.68
   -71.25   -32.75    1973     132       2    0.50    1.98    0.00    2.48 169.74 105.48  64.26  66.74
   -71.25   -32.75    1973     132       3    0.50    3.68    0.00    4.18 125.82  82.52  43.30  47.48
   -71.25   -32.75    1973     132       4    0.50    1.72    0.00    2.22 203.24 132.99  70.25  72.47
   -71.25   -32.75    1973     133       0    0.50    1.77    0.00    2.27 174.85 109.24  65.60  67.87
   -71.25   -32.75    1973     133       1    0.50    3.00    0.00    3.50 146.68  87.22  59.46  62.96
   -71.25   -32.75    1973     133       2    0.50    3.59    0.00    4.09 122.75  73.01  49.74  53.83
   -71.25   -32.75    1973     133       3    0.50    3.87    0.00    4.37 184.41 118.94  65.47  69.84
   -71.25   -32.75    1973     133       4    0.50    1.47    0.00    1.97 231.06 145.19  85.87  87.84
   -71.25   -32.75    1973     134       0    0.50    3.98    0.00    4.48 172.37 109.96  62.41  66.89
   -71.25   -32.75    1973     134       1    0.50    1.71    0.00    2.20 200.32 133.40  66.92  69.12
   -71.25   -32.75    1973     134       2    0.50    3.63    0.00    4.12 137.45  78.39  59.06  63.19
   -71.25   -32.75    1973     134       3    0.50    1.35    0.00    1.85 186.67 133.85  52.82  54.67
   -71.25   -32.75    1973     134       4    0.50    4.00    0.00    4.50 155.41  94.79  60.63  65.13
   -71.25   -32.75    1973     140       0    0.50    1.75    0.00    2.25 186.86 104.50  82.36  84.61
   -71.25   -32.75    1973     140       1    0.50    3.60    0.00    4.09 136.18  84.60  51.58  55.67
   -71.25   -32.75    1973     140       2    0.50    2.64    0.00    3.13 151.18  87.20  63.98  67.12
   -71.25   -32.75    1973     140       3    0.50    1.15    0.00    1.65 172.46 117.43  55.03  56.68
   -71.25   -32.75    1973     140       4    0.50    1.68    0.00    2.17 198.95 127.99  70.96  73.13
   -71.25   -32.75    1973     160       0    0.50    1.58    0.00    2.08 200.14 188.82  11.33  13.40
   -71.25   -32.75    1973     160       1    0.50    2.76    0.00    3.25 129.87  75.68  54.19  57.45
   -71.25   -32.75    1973     160       2    0.50    1.11    0.00    1.61 183.82 126.36  57.46  59.07
   -71.25   -32.75    1973     160       3    0.50    3.16    0.00    3.66 145.67  95.94  49.73  53.39
   -71.25   -32.75    1973     160       4    0.50    3.77    0.00    4.27 128.13  75.03  53.10  57.37
   -71.25   -32.75    1974       0       0    0.50    1.28    0.00    1.78 160.29 105.56  54.74  56.52
   -71.25   -32.75    1974       0       1    0.50    1.18    0.00    1.68 223.96  78.60 145.36 147.05
   -71.25   -32.75    1974       0       2    0.50    1.35    0.00    1.85 154.39  98.31  56.08  57.94
   -71.25   -32.75    1974       0       3    0.50    0.60    0.00    1.09 224.28 214.39   9.89  10.98
   -71.25   -32.75    1974       0       4    0.50    2.03    0.00    2.53 162.05 112.90  49.15  51.68
   -71.25   -32.75    1974     110       0    0.50    3.20    0.00    3.70 139.68  77.13  62.55  66.25
   -71.25   -32.75    1974     110       1    0.50    3.30    0.00    3.79 132.89  78.74  54.15  57.95
   -71.25   -32.75    1974     110       2    0.50    1.69    0.00    2.19 211.54 127.96  83.58  85.77
   -71.25   -32.75    1974     110       3    0.50    1.78    0.00    2.28 195.50 126.34  69.16  71.44
   -71.25   -32.75    1974     110       4    0.50    3.06    0.00    3.56 149.06  94.94  54.12  57.67
   -71.25   -32.75    1974     131       0    0.50    2.81    0.00    3.31 167.39 108.97  58.42  61.73
   -71.25   -32.75    1974     131       1    0.50    1.55    0.00    2.04 221.42 140.10  81.32  83.37
   -71.25   -32.75    1974     131       2    0.50    2.90    0.00    3.40 198.97 157.60  41.38  44.78
   -71.25   -32.75    1974     131       3    0.50    3.76    0.00    4.26 156.19  99.11  57.08  61.34
   -71.25   -32.75    1974     131       4    0.50    1.55    0.00    2.04 197.68 133.49  64.19  66.23
   -71.25   -32.75    1974     132       0    0.50    2.95    0.00    3.45 178.87  84.32  94.55  98.00
   -71.25   -32.75    1974     132       1    0.50    2.65    0.00    3.15 114.34  78.25  36.08  39.23
   -71.25   -32.75    1974     132       2    0.50    1.09    0.00    1.59 240.27 233.25   7.02   8.61
   -71.25   -32.75    1974     132       3    0.50    3.24    0.00    3.73 131.18  89.47  41.71  45.45
   -71.25   -32.75    1974     132       4    0.50    1.12    0.00    1.62 278.77 257.91  20.85  22.47
   -71.25   -32.75    1974     133       0    0.50    1.78    0.00    2.28 174.07 108.82  65.25  67.53
   -71.25   -32.75    1974     133       1    0.50    2.85    0.00    3.34 147.25  76.57  70.67  74.02
   -71.25   -32.75    1974     133       2    0.50    3.39    0.00    3.89 124.31  77.85  46.45  50.34
   -71.25   -32.75    1974     133       3    0.50    3.45    0.00    3.95 183.17 111.35  71.82  75.77
   -71.25   -32.75    1974     133       4    0.50    1.52    0.00    2.02 225.04 136.18  88.86  90.88
   -71.25   -32.75    1974     134       0    0.50    3.75    0.00    4.24 169.38 100.67  68.71  72.95
   -71.25   -32.75    1974     134       1    0.50    1.93    0.00    2.43 207.76 127.67  80.08  82.51
   -71.25   -32.75    1974     134       2    0.50    3.42    0.00    3.92 142.45  81.10  61.35  65.27
   -71.25   -32.75    1974     134       3    0.50    1.08    0.00    1.58 206.13 154.33  51.79  53.38
   -71.25   -32.75    1974     134       4    0.50    3.72    0.00    4.22 153.02  93.91  59.11  63.33
   -71.25   -32.75    1974     140       0    0.50    1.68    0.00    2.17 186.20 121.73  64.47  66.65
   -71.25   -32.75    1974     140       1    0.50    3.30    0.00    3.80 130.93  86.31  44.62  48.42
   -71.25   -32.75    1974     140       2    0.50    0.23    0.00    0.73 231.41 215.40  16.01  16.74
   -71.25   -32.75    1974     140       3    0.50    1.40    0.00    1.90 181.44 124.33  57.12  59.02
   -71.25   -32.75    1974     140       4    0.50    1.90    0.00    2.40 205.92 125.33  80.59  82.98
   -71.25   -32.75    1974     160       0    0.50    1.59    0.00    2.09 307.25 223.43  83.82  85.91
   -71.25   -32.75    1974     160       1    0.50    3.02    0.00    3.51 139.16  89.40  49.76  53.28
   -71.25   -32.75    1974     160       2    0.50    1.38    0.00    1.88 186.19 123.88  62.30  64.18
   -71.25   -32.75    1974     160       3    0.50    3.45    0.00    3.95 151.87 105.18  46.69  50.64
   -71.25   -32.75    1974     160       4    0.50    3.66    0.00    4.16 121.70  75.76  45.94  50.10
   -71.25   -32.75    1975       0       0    0.50    1.24    0.00    1.74 156.40 112.55  43.86  45.60
   -71.25   -32.75    1975       0       1    0.50    3.96    0.00    4.46 143.68  30.70 112.98 117.44
   -71.25   -32.75    1975       0       2    0.50    0.64    0.00    1.14 198.88 192.39   6.49   7.62
   -71.25   -32.75    1975       0       3    0.50    0.75    0.00    1.25 225.01 123.24 101.77 103.02
   -71.25   -32.75    1975       0       4    0.50    0.47    0.00    0.97 190.85 167.39  23.46  24.43
   -71.25   -32.75    1975     110       0    0.50    2.90    0.00    3.40 136.86  82.71  54.15  57.55
   -71.25   -32.75    1975     110       1    0.50    2.94    0.00    3.44 150.82 103.19  47.63  51.08
   -71.25   -32.75    1975     110       2    0.50    1.03    0.00    1.53 290.39 270.74  19.65  21.18
   -71.25   -32.75    1975     110       3    0.50    1.38    0.00    1.87 219.48 149.15  70.33  72.20
   -71.25   -32.75    1975     110       4    0.50    2.82    0.00    3.32 141.31  83.73  57.57  60.90
   -71.25   -32.75    1975     131       0    0.50    2.48    0.00    2.98 171.46 107.44  64.02  67.00
   -71.25   -32.75    1975     131       1    0.50    1.11    0.00    1.61 233.55 170.42  63.13  64.73
   -71.25   -32.75    1975     131       2    0.50    2.47    0.00    2.97 174.40  89.92  84.49  87.46
   -71.25   -32.75    1975     131       3    0.50    3.27    0.00    3.77 157.67 106.17  51.50  55.27
   -71.25   -32.75    1975     131       4    0.50    1.03    0.00    1.53 230.96 165.36  65.60  67.13
   -71.25   -32.75    1975     132       0    0.50    2.61    0.00    3.11 140.36  80.00  60.36  63.47
   -71.25   -32.75    1975     132       1    0.50    2.61    0.00    3.11 105.73  61.24  44.49  47.60
   -71.25   -32.75    1975     132       2    0.50    0.69    0.00    1.18 269.11 207.78  61.33  62.52
   -71.25   -32.75    1975     132       3    0.50    3.34    0.00    3.84 136.74  93.91  42.82  46.66
   -71.25   -32.75    1975     132       4    0.50    0.55    0.00    1.05 292.53 207.16  85.37  86.42
   -71.25   -32.75    1975     133       0    0.50    1.22    0.00    1.72 222.61 188.98  33.63  35.34
   -71.25   -32.75    1975     133       1    0.50    2.53    0.00    3.03 139.81  78.84  60.97  64.00
   -71.25   -32.75    1975     133       2    0.50    3.16    0.00    3.66 131.95  87.53  44.42  48.07
   -71.25   -32.75    1975     133       3    0.50    3.07    0.00    3.57 180.64 114.80  65.84  69.41
   -71.25   -32.75    1975     133       4    0.50    1.22    0.00    1.72 224.14 143.14  81.00  82.72
   -71.25   -32.75    1975     134       0    0.50    2.93    0.00    3.43 198.19 150.32  47.87  51.30
   -71.25   -32.75    1975     134       1    0.50    1.46    0.00    1.96 222.40 152.52  69.88  71.84
   -71.25   -32.75    1975     134       2    0.50    2.85    0.00    3.35 162.70 117.23  45.47  48.81
   -71.25   -32.75    1975     134       3    0.50    0.83    0.00    1.33 215.49 152.66  62.83  64.15
   -71.25   -32.75    1975     134       4    0.50    3.31    0.00    3.81 159.57 103.61  55.96  59.78
   -71.25   -32.75    1975     140       0    0.50    1.79    0.00    2.29 200.37 135.34  65.03  67.33
   -71.25   -32.75    1975     140       1    0.50    3.14    0.00    3.64 135.29  90.57  44.72  48.35
   -71.25   -32.75    1975     140       2    0.50    0.28    0.00    0.78 188.65  74.36 114.29 115.07
   -71.25   -32.75    1975     140       3    0.50    1.11    0.00    1.61 255.02 240.11  14.92  16.53
   -71.25   -32.75    1975     140       4    0.50    1.48    0.00    1.98 221.73 150.71  71.02  73.00
   -71.25   -32.75    1975     160       0    0.50    1.18    0.00    1.68 223.94 115.63 108.31 109.99
   -71.25   -32.75    1975     160       1    0.50    2.77    0.00    3.27 144.14  88.49  55.65  58.92
   -71.25   -32.75    1975     160       2    0.50    0.98    0.00    1.48 196.85  97.03  99.82 101.31
   -71.25   -32.75    1975     160       3    0.50    2.75    0.00    3.25 157.33 109.01  48.32  51.57
   -71.25   -32.75    1975     160       4    0.50    3.34    0.00    3.84 126.56  81.86  44.70  48.54
   -71.25   -32.75    1976       0       0    0.50    1.20    0.00    1.70 150.88 106.26  44.62  46.32
   -71.25   -32.75    1976       0       1    0.50    1.37    0.00    1.87 167.51 190.69 -23.18 -21.32
   -71.25   -32.75    1976       0       2    0.50    0.80    0.00    1.30 199.55 108.52  91.03  92.33
   -71.25   -32.75    1976       0       3    0.50    0.95    0.00    1.45 160.62 111.58  49.04  50.48
   -71.25   -32.75    1976       0       4    0.50    0.67    0.00    1.17 170.59  88.96  81.64  82.80
   -71.25   -32.75    1976     110       0    0.50    3.07    0.00    3.57 133.59  80.27  53.32  56.89
   -71.25   -32.75    1976     110       1    0.50    1.94    0.00    2.44 155.28 100.81  54.46  56.90
   -71.25   -32.75    1976     110       2    0.50    0.59    0.00    1.09 244.44 125.31 119.13 120.22
   -71.25   -32.75    1976     110       3    0.50    1.26    0.00    1.76 217.26 136.36  80.89  82.65
   -71.25   -32.75    1976     110       4    0.50    2.99    0.00    3.49 126.70  77.10  49.60  53.09
   -71.25   -32.75    1976     131       0    0.50    2.66    0.00    3.16 168.01 111.99  56.02  59.18
   -71.25   -32.75    1976     131       1    0.50    1.35    0.00    1.85 224.05 143.29  80.76  82.61
   -71.25   -32.75    1976     131       2    0.50    2.73    0.00    3.23 134.43  85.74  48.69  51.92
   -71.25   -32.75    1976     131       3    0.50    3.23    0.00    3.73 153.20 103.63  49.57  53.30
   -71.25   -32.75    1976     131       4    0.50    1.17    0.00    1.67 216.20 126.05  90.15  91.82
   -71.25   -32.75    1976     132       0    0.50    2.57    0.00    3.07 147.54 101.41  46.13  49.21
   -71.25   -32.75    1976     132       1    0.50    2.70    0.00    3.20  90.52  55.85  34.67  37.86
   -71.25   -32.75    1976     132       2    0.50    0.85    0.00    1.35 181.61 102.65  78.96  80.31
   -71.25   -32.75    1976     132       3    0.50    3.34    0.00    3.84 131.70  89.86  41.84  45.68
   -71.25   -32.75    1976     132       4    0.50    0.59    0.00    1.09 203.91 116.53  87.38  88.47
   -71.25   -32.75    1976     133       0    0.50    1.17    0.00    1.67 199.96 120.88  79.07  80.75
   -71.25   -32.75    1976     133       1    0.50    2.81    0.00    3.31 140.95  82.75  58.20  61.51
   -71.25   -32.75    1976     133       2    0.50    3.22    0.00    3.72 142.34 105.65  36.68  40.41
   -71.25   -32.75    1976     133       3    0.50    3.08    0.00    3.58 172.88 110.13  62.75  66.33
   -71.25   -32.75    1976     133       4    0.50    1.26    0.00    1.76 205.87 125.45  80.42  82.18
   -71.25   -32.75    1976     134       0    0.50    3.34    0.00    3.84 171.66  78.60  93.07  96.91
   -71.25   -32.75    1976     134       1    0.50    1.28    0.00    1.78 226.88 148.16  78.72  80.50
   -71.25   -32.75    1976     134       2    0.50    3.05    0.00    3.55 156.04  95.04  61.00  64.55
   -71.25   -32.75    1976     134       3    0.50    0.87    0.00    1.37 201.22 135.57  65.65  67.02
   -71.25   -32.75    1976     134       4    0.50    3.13    0.00    3.63 157.68 101.08  56.60  60.23
   -71.25   -32.75    1976     140       0    0.50    1.37    0.00    1.87 192.87 124.52  68.35  70.23
   -71.25   -32.75    1976     140       1    0.50    3.25    0.00    3.75 129.94  86.23  43.72  47.46
   -71.25   -32.75    1976     140       2    0.50    0.37    0.00    0.87  98.52  51.30  47.22  48.09
   -71.25   -32.75    1976     140       3    0.50    0.79    0.00    1.29 221.25 119.66 101.59 102.88
   -71.25   -32.75    1976     140       4    0.50    1.23    0.00    1.73 222.40 144.92  77.48  79.22
   -71.25   -32.75    1976     160       0    0.50    1.05    0.00    1.55 173.71 121.09  52.62  54.16
   -71.25   -32.75    1976     160       1    0.50    2.89    0.00    3.39 137.62  89.11  48.51  51.90
   -71.25   -32.75    1976     160       2    0.50    1.00    0.00    1.50 191.74 121.01  70.73  72.23
   -71.25   -32.75    1976     160       3    0.50    2.85    0.00    3.35 154.82 110.83  43.98  47.33
   -71.25   -32.75    1976     160       4    0.50    3.33    0.00    3.83 125.62  80.36  45.25  49.08
   -71.25   -32.75    1977       0       0    0.50    1.62    0.00    2.12 153.94 104.72  49.23  51.35
   -71.25   -32.75    1977       0       1    0.50    0.83    0.00    1.33 266.55 128.34 138.21 139.54
   -71.25   -32.75    1977       0       2    0.50    0.91    0.00    1.41 161.74 105.06  56.68  58.10
   -71.25   -32.75    1977       0       3    0.50    0.89    0.00    1.39 168.73 119.05  49.68  51.07
   -71.25   -32.75    1977       0       4    0.50    0.64    0.00    1.14 132.96  84.56  48.39  49.53
   -71.25   -32.75    1977     110       0    0.50    3.04    0.00    3.54 150.01  98.43  51.58  55.12
   -71.25   -32.75    1977     110       1    0.50    2.37    0.00    2.87 144.44  83.60  60.84  63.71
   -71.25   -32.75    1977     110       2    0.50    0.82    0.00    1.33 184.83 121.12  63.71  65.03
   -71.25   -32.75    1977     110       3    0.50    0.52    0.00    1.02 282.59 245.98  36.61  37.63
   -71.25   -32.75    1977     110       4    0.50    2.90    0.00    3.40 131.45  78.21  53.23  56.63
   -71.25   -32.75    1977     131       0    0.50    2.08    0.00    2.58 176.75 113.93  62.82  65.40
   -71.25   -32.75    1977     131       1    0.50    1.49    0.00    1.99 227.95 142.97  84.98  86.97
   -71.25   -32.75    1977     131       2    0.50    2.80    0.00    3.30 142.68  83.20  59.48  62.78
   -71.25   -32.75    1977     131       3    0.50    2.85    0.00    3.35 158.18 104.05  54.13  57.47
   -71.25   -32.75    1977     131       4    0.50    0.96    0.00    1.46 228.96 162.84  66.11  67.57
   -71.25   -32.75    1977     132       0    0.50    2.86    0.00    3.36 163.18 102.13  61.05  64.42
   -71.25   -32.75    1977     132       1    0.50    2.26    0.00    2.76  93.05  56.37  36.68  39.44
   -71.25   -32.75    1977     132       2    0.50    1.05    0.00    1.55 152.00 101.71  50.30  51.84
   -71.25   -32.75    1977     132       3    0.50    3.52    0.00    4.02 134.32  87.11  47.20  51.22
   -71.25   -32.75    1977     132       4    0.50    0.86    0.00    1.36 177.72 114.30  63.42  64.78
   -71.25   -32.75    1977     133       0    0.50    1.90    0.00    2.40 156.67  91.99  64.69  67.09
   -71.25   -32.75    1977     133       1    0.50    2.30    0.00    2.81 138.19  69.78  68.40  71.21
   -71.25   -32.75    1977     133       2    0.50    2.90    0.00    3.40 165.88 134.14  31.74  35.14
   -71.25   -32.75    1977     133       3    0.50    2.27    0.00    2.77 180.80 122.43  58.36  61.13
   -71.25   -32.75    1977     133       4    0.50    1.26    0.00    1.76 227.19 152.47  74.72  76.48
   -71.25   -32.75    1977     134       0    0.50    3.40    0.00    3.90 143.39  79.83  63.56  67.46
   -71.25   -32.75    1977     134       1    0.50    0.45    0.00    0.95 285.47 251.08  34.39  35.34
   -71.25   -32.75    1977     134       2    0.50    3.11    0.00    3.61 139.15  80.47  58.67  62.28
   -71.25   -32.75    1977     134       3    0.50    0.85    0.00    1.35 193.68 128.44  65.25  66.60
